questionText,optionA,optionB,optionC,correctAnswer,difficulty,questionTextYoruba,optionAYoruba,optionBYoruba,optionCYoruba,questionTextHausa,optionAHausa,optionBHausa,optionCHausa,questionTextIgbo,optionAIgbo,optionBIgbo,optionCIgbo
Which African country reached the World Cup semi-finals in 2022?,Senegal,Morocco,Cameroon,B,easy,Orílẹ̀-èdè Áfíríkà wo ló dé ìparí ìdíje World Cup ní ọdún 2022?,Senegal,Morocco,Cameroon,Wace ƙasa ce ta Afirka ta kai wasan kusa da na ƙarshe a gasar cin kofin duniya a shekarar 2022?,Senegal,Morocco,Cameroon,Kedụ mba Afrịka ruru ọkara agba nke iko mba ụwa n'afọ 2022?,Senegal,Morocco,Cameroon
Which team plays at the Wanda Metropolitano?,Real Madrid,Atletico Madrid,Sevilla,B,easy,Ẹgbẹ́ wo ló ń gbá bọ́ọ̀lù ní Wanda Metropolitano?,Real Madrid,Atletico Madrid,Sevilla,Wace ƙungiya ce ke buga wasa a Wanda Metropolitano?,Real Madrid,Atletico Madrid,Sevilla,Kedụ otu egwuregwu na Wanda Metropolitano?,Real Madrid,Atletico Madrid,Sevilla
Who won the Golden Boot at the 2022 World Cup?,Lionel Messi,Olivier Giroud,Kylian Mbappe,C,medium,Ta ló gba àmì-ẹ̀yẹ Golden Boot ní ìdíje World Cup ti ọdún 2022?,Lionel Messi,Olivier Giroud,Kylian Mbappe,Wa ya lashe kyautar takalmin zinare a gasar cin kofin duniya ta 2022?,Lionel Messi,Olivier Giroud,Kylian Mbappe,Ònye meriri akpụkpọ ụkwụ ọlaedo na iko mba ụwa nke afọ 2022?,Lionel Messi,Olivier Giroud,Kylian Mbappe
What is the home stadium of Newcastle?,St James' Park,Emirates Stadium,Stamford Bridge,A,medium,Pápá ìṣeré ìlú Newcastle wo ni?,St James' Park,Emirates Stadium,Stamford Bridge,Menene filin wasan Newcastle na gida?,St James' Park,Emirates Stadium,Stamford Bridge,Kedu ebe egwuregwu Newcastle dị?,St James' Park,Emirates Stadium,Stamford Bridge
In which year did Germany win their last World Cup?,2010,2014,2018,B,medium,Ní ọdún wo ni Jámánì gba ife-ẹ̀yẹ àgbáyé tó kẹ́yìn wọn?,2010,2014,2018,A wace shekara ce Jamus ta lashe gasar cin kofin duniya ta ƙarshe?,2010,2014,2018,N'afọ ole ka Jamanị meriri iko mba ụwa ikpeazụ ha?,2010,2014,2018
Who scored the winning goal in the 2005 Champions League final penalty shootout?,Steven Gerrard,Xabi Alonso,Jerzy Dudek saved it,C,hard,Ta ló gba bọ́ọ̀lù tó jáwé olúborí nínú ìdíje ìpele ìkẹ́yìn Champions League ti ọdún 2005?,Steven Gerrard,Xabi Alonso,Jerzy Dudek saved it,Wa ya zura kwallon da ta yi nasara a bugun fenariti na ƙarshe na gasar zakarun Turai ta 2005?,Steven Gerrard,Xabi Alonso,Jerzy Dudek saved it,Ònye nyere goolu mmeri na penariti ikpeazụ nke Champions League nke afọ 2005?,Steven Gerrard,Xabi Alonso,Jerzy Dudek saved it
Which goalkeeper has won the most Yashin Trophy (Best Goalkeeper)?,Thibaut Courtois,Manuel Neuer,Alisson,A,medium,Olùgbọ̀wọ́ wo ló ti gba àmì-ẹ̀yẹ Yashin (Olùgbọ̀wọ́ tó dára jùlọ) jùlọ?,Thibaut Courtois,Manuel Neuer,Alisson,Wane mai tsaron gida ne ya fi lashe Kofin Yashin (Mafi kyawun Mai tsaron gida)?,Thibaut Courtois,Manuel Neuer,Alisson,Onye nche goolu nke meriri ọtụtụ ihe nrite Yashin (Onye nche goolu kacha mma)?,Thibaut Courtois,Manuel Neuer,Alisson
Which country has won the most Women's World Cups?,Germany,USA,Norway,B,medium,Orílẹ̀-èdè wo ló ti gba ife-ẹ̀yẹ àgbáyé àwọn obìnrin jùlọ?,Germany,USA,Norway,Wace ƙasa ce ta fi lashe gasar cin kofin duniya ta mata?,Germany,USA,Norway,Kedụ mba meriri iko mba ụwa ụmụnwaanyị kachasị?,Germany,USA,Norway
Who is France's all-time top scorer in World Cup history?,Thierry Henry,Just Fontaine,Kylian Mbappe,B,hard,Ta ni agbabọọlu to ga julọ ni France ninu itan idije ife ẹyẹ agbaye?,Thierry Henry,Just Fontaine,Kylian Mbappe,Wanene ɗan wasan Faransa mafi yawan zura kwallaye a tarihin gasar cin kofin duniya?,Thierry Henry,Just Fontaine,Kylian Mbappe,Ònye bụ onye kacha enye goolu na mba Frans n'akụkọ ihe mere eme nke iko mba ụwa?,Thierry Henry,Just Fontaine,Kylian Mbappe
Who won the first ever Premier League title?,Arsenal,Manchester United,Blackburn Rovers,B,medium,Ta ni o gba ife-eye Premier League akọkọ?,Arsenal,Manchester United,Blackburn Rovers,Wa ya lashe kofin Premier na farko a tarihi?,Arsenal,Manchester United,Blackburn Rovers,Kedụ onye meriri iko Premier League mbụ?,Arsenal,Manchester United,Blackburn Rovers
Which player is known as 'The Egyptian King'?,Mohamed Salah,Ahmed Hegazi,Aboutrika,A,easy,Ẹlẹ́sẹ̀ wo ni a mọ̀ sí 'Ọba Íjíbítì'?,Mohamed Salah,Ahmed Hegazi,Aboutrika,Wane ɗan wasa ne aka fi sani da 'Sarkin Masar'?,Mohamed Salah,Ahmed Hegazi,Aboutrika,Onye ọkpụkpọ a maara dịka 'Eze Ijipt'?,Mohamed Salah,Ahmed Hegazi,Aboutrika
Who was Nigeria's goalkeeper during the 2010 World Cup?,Carl Ikeme,Vincent Enyeama,Dele Aiyenugba,B,medium,Ta ni agbábọ́ọ̀lù Nàìjíríà nígbà ìdíje World Cup ọdún 2010?,Carl Ikeme,Vincent Enyeama,Dele Aiyenugba,Wanene mai tsaron raga na Najeriya a lokacin gasar cin kofin duniya ta 2010?,Carl Ikeme,Vincent Enyeama,Dele Aiyenugba,Ònye bụ onye nche goolu Naịjirịa n'oge iko mba ụwa nke afọ 2010?,Carl Ikeme,Vincent Enyeama,Dele Aiyenugba
What color card is shown for a sending off?,Yellow,Red,Orange,B,easy,Kaadi awọ wo ni a fihan fun fifiranṣẹ kuro?,Yellow,Red,Orange,Wane kati mai launi aka nuna don aika sako?,Yellow,Red,Orange,Kedu kaadị agba ka egosiri maka izipu?,Yellow,Red,Orange
Which country did Diego Maradona represent?,Brazil,Argentina,Uruguay,B,medium,Orílẹ̀-èdè wo ni Diego Maradona dúró fún?,Brazil,Argentina,Uruguay,Wace ƙasa ce Diego Maradona ya wakilta?,Brazil,Argentina,Uruguay,Kedụ mba Diego Maradona nọchitere anya ya?,Brazil,Argentina,Uruguay
Which Premier League club is Steven Gerrard most associated with?,Liverpool,Everton,Chelsea,A,easy,Ẹgbẹ́ Premier League wo ni Steven Gerrard ti fẹ́ràn jùlọ?,Liverpool,Everton,Chelsea,Wace ƙungiyar Premier League Steven Gerrard ya fi sha'awarta?,Liverpool,Everton,Chelsea,Kedụ otu egwuregwu Premier League kacha amasị Steven Gerrard?,Liverpool,Everton,Chelsea
Which country does Jude Bellingham represent?,Germany,England,Spain,B,easy,Orílẹ̀-èdè wo ni Jude Bellingham dúró fún?,Germany,England,Spain,Wace ƙasa ce Jude Bellingham ke wakilta?,Germany,England,Spain,Olee mba Jude Bellingham na-anọchite anya?,Germany,England,Spain
How many consecutive Serie A titles did Juventus win from 2011-2020?,7,8,9,C,medium,Àwọn ife-ẹ̀yẹ Serie A mélòó ni Juventus gba lẹ́sẹẹsẹ láti ọdún 2011 sí 2020?,7,8,9,Nawa ne zakarun Serie A a jere Juventus ta lashe daga 2011-2020?,7,8,9,Kedụ iko Serie A ole n'usoro ka Juventus meriri site na 2011 ruo 2020?,7,8,9
How many players are on a football team on the field?,10,11,12,B,easy,Àwọn òṣèré mélòó ló wà nínú ẹgbẹ́ agbábọ́ọ̀lù lórí pápá?,10,11,12,'Yan wasa nawa ne ke cikin ƙungiyar ƙwallon ƙafa a filin wasa?,10,11,12,Ndị egwuregwu ole nọ n'otu egwuregwu bọọlụ n'ọhịa?,10,11,12
How many consecutive Premier League titles did Manchester City win from 2017-2023?,3,4,5,B,medium,Àwọn oyè Premier League mélòó ni Manchester City gbà lẹ́sẹẹsẹ láti ọdún 2017 sí 2023?,3,4,5,Nawa ne kofunan Premier a jere Manchester City ta lashe daga 2017-2023?,3,4,5,Kedụ iko Premier League ole n'usoro nke Manchester City meriri site na 2017 ruo 2023?,3,4,5
What is the capacity of Old Trafford?,"Around 75,000","Around 80,000","Around 65,000",A,medium,Kí ni agbára Old Trafford?,"Around 75,000","Around 80,000","Around 65,000",Yaya girman filin wasa na Old Trafford yake?,"Around 75,000","Around 80,000","Around 65,000",Kedu ikike Old Trafford nwere?,"Around 75,000","Around 80,000","Around 65,000"
Which English club won the Women's Champions League in 2021?,Chelsea,Arsenal,Manchester City,A,medium,Ẹgbẹ́ Gẹ̀ẹ́sì wo ló gba ife ẹ̀yẹ Women's Champions League ní ọdún 2021?,Chelsea,Arsenal,Manchester City,Wace ƙungiyar Ingila ce ta lashe gasar zakarun mata a shekarar 2021?,Chelsea,Arsenal,Manchester City,Kedụ otu egwuregwu bọọlụ Bekee meriri asọmpi Champions League nke ụmụnwaanyị n'afọ 2021?,Chelsea,Arsenal,Manchester City
Which club did Kylian Mbappe join from Monaco?,Real Madrid,PSG,Barcelona,B,medium,Ẹgbẹ́ wo ni Kylian Mbappe dara pọ̀ mọ́ láti Monaco?,Real Madrid,PSG,Barcelona,Wace kungiya Kylian Mbappe ya koma daga Monaco?,Real Madrid,PSG,Barcelona,Kedụ klọb Kylian Mbappe si Monaco sonyeere?,Real Madrid,PSG,Barcelona
Which country does Gavi represent internationally?,Spain,France,Brazil,A,easy,Orílẹ̀-èdè wo ni Gavi ń ṣojú fún kárí ayé?,Spain,France,Brazil,Wace ƙasa ce Gavi ke wakilta a duniya?,Spain,France,Brazil,Kedụ mba Gavi na-anọchite anya mba ụwa?,Spain,France,Brazil
How many consecutive El Clasico wins did Barcelona have from 2008-2012?,4,5,6,C,hard,Iye awọn iṣẹgun El Clasico melo ni Barcelona gba ni itẹlera lati ọdun 2008 si 2012?,4,5,6,Nawa ne nasarar da Barcelona ta samu a El Clasico a jere daga 2008-2012?,4,5,6,Mmeri El Clasico ole ka Barcelona meriri n'usoro site na 2008 ruo 2012?,4,5,6
Who was the first footballer to earn 1 million pounds a year?,David Beckham,Eric Cantona,Sol Campbell,C,medium,Ta ni agbabọọlu akọkọ ti o gba owo miliọnu kan poun ni ọdun kan?,David Beckham,Eric Cantona,Sol Campbell,Wanene ɗan wasan ƙwallon ƙafa na farko da ya fara samun fam miliyan 1 a shekara?,David Beckham,Eric Cantona,Sol Campbell,Ònye bụ onye mbụ na-agba bọọlụ na-enweta otu nde paụnd kwa afọ?,David Beckham,Eric Cantona,Sol Campbell
Who is considered the best goalkeeper of all time?,Lev Yashin,Gianluigi Buffon,Manuel Neuer,A,medium,Ta ni a kà sí agbábọ́ọ̀lù tó dára jùlọ ní gbogbo ìgbà?,Lev Yashin,Gianluigi Buffon,Manuel Neuer,Wanene ake ɗauka a matsayin mafi kyawun mai tsaron gida a kowane lokaci?,Lev Yashin,Gianluigi Buffon,Manuel Neuer,Ònye ka a na-ewere dị ka onye nche goolu kacha mma n'oge niile?,Lev Yashin,Gianluigi Buffon,Manuel Neuer
Which country does Jamal Musiala represent internationally?,Germany,France,Spain,A,easy,Orílẹ̀-èdè wo ni Jamal Musiala ń ṣojú fún kárí ayé?,Germany,France,Spain,Wace ƙasa Jamal Musiala ke wakilta a duniya?,Germany,France,Spain,Kedụ mba Jamal Musiala na-anọchite anya mba ụwa?,Germany,France,Spain
Which club does Bukayo Saka currently play for?,Arsenal,Chelsea,Manchester United,A,easy,Ẹgbẹ́ wo ni Bukayo Saka ń gbá bọ́ọ̀lù fún lọ́wọ́lọ́wọ́?,Arsenal,Chelsea,Manchester United,Wace kungiya Bukayo Saka ke bugawa wasa a halin yanzu?,Arsenal,Chelsea,Manchester United,Kedụ klọb Bukayo Saka na-egwuri egwu ugbu a?,Arsenal,Chelsea,Manchester United
Which club does Eduardo Camavinga currently play for?,Real Madrid,Chelsea,Manchester United,A,easy,Ẹgbẹ́ wo ni Eduardo Camavinga ń gbá bọ́ọ̀lù fún lọ́wọ́lọ́wọ́?,Real Madrid,Chelsea,Manchester United,Wace kungiya ce Eduardo Camavinga ke bugawa wasa a yanzu?,Real Madrid,Chelsea,Manchester United,Kedụ klọb Eduardo Camavinga na-egwuri egwu ugbu a?,Real Madrid,Chelsea,Manchester United
Which club does Carlo Ancelotti currently or recently manage?,Real Madrid,Barcelona,Juventus,A,easy,Ẹgbẹ́ wo ni Carlo Ancelotti ń ṣàkóso lọ́wọ́lọ́wọ́ tàbí láìpẹ́ yìí?,Real Madrid,Barcelona,Juventus,Wace ƙungiya Carlo Ancelotti ke jagoranta a halin yanzu ko kwanan nan?,Real Madrid,Barcelona,Juventus,Kedụ klọb Carlo Ancelotti na-achịkwa ugbu a ma ọ bụ n'oge na-adịbeghị anya?,Real Madrid,Barcelona,Juventus
What is the home stadium of Brentford?,Brentford Community Stadium,Emirates Stadium,Stamford Bridge,A,medium,Pápá ìṣeré Brentford wo ni?,Brentford Community Stadium,Emirates Stadium,Stamford Bridge,Menene filin wasan Brentford na gida?,Brentford Community Stadium,Emirates Stadium,Stamford Bridge,Kedu ebe egwuregwu Brentford dị?,Brentford Community Stadium,Emirates Stadium,Stamford Bridge
How long is half-time in football?,10 minutes,15 minutes,20 minutes,B,easy,Igba melo ni idaji akoko ninu bọọlu afẹsẹgba?,10 minutes,15 minutes,20 minutes,Tsawon lokacin hutun rabin lokaci a ƙwallon ƙafa?,10 minutes,15 minutes,20 minutes,Ogologo oge ole ka ọkara oge egwuregwu bọọlụ na-ewe?,10 minutes,15 minutes,20 minutes
Which Nigerian player was known as 'The African Pele'?,Austin Okocha,Nwankwo Kanu,Rashidi Yekini,A,medium,Ẹlẹ́sẹ̀ Nàìjíríà wo ni wọ́n mọ̀ sí 'The African Pele'?,Austin Okocha,Nwankwo Kanu,Rashidi Yekini,Wane ɗan wasan Najeriya ne aka fi sani da 'The African Pele'?,Austin Okocha,Nwankwo Kanu,Rashidi Yekini,Kedụ onye egwuregwu Naịjirịa a maara dịka 'The African Pele'?,Austin Okocha,Nwankwo Kanu,Rashidi Yekini
What is a 'Bosman transfer'?,A record-breaking transfer,A free transfer after contract expires,A youth player transfer,B,medium,Kí ni ‘ìgbésẹ̀ Bosman’?,A record-breaking transfer,A free transfer after contract expires,A youth player transfer,Menene 'canja wurin Bosman'?,A record-breaking transfer,A free transfer after contract expires,A youth player transfer,Gịnị bụ 'nnyefe Bosman'?,A record-breaking transfer,A free transfer after contract expires,A youth player transfer
Which Nigerian player won the Champions League with Chelsea in 2012?,John Obi Mikel,Victor Moses,Both A and B,A,medium,Ẹgbẹ́ agbábọ́ọ̀lù Nàìjíríà wo ló gba Champions League pẹ̀lú Chelsea ní ọdún 2012?,John Obi Mikel,Victor Moses,Both A and B,Wane ɗan wasan Najeriya ne ya lashe gasar zakarun Turai tare da Chelsea a shekarar 2012?,John Obi Mikel,Victor Moses,Both A and B,Kedụ onye egwuregwu Naịjirịa meriri Champions League ya na Chelsea n'afọ 2012?,John Obi Mikel,Victor Moses,Both A and B
What year did Nigeria win Olympic gold in football?,1992,1996,2000,B,medium,Ọdún wo ni Nàìjíríà gba wúrà Olympic nínú bọ́ọ̀lù?,1992,1996,2000,Wace shekara Najeriya ta lashe lambar zinare a gasar Olympics a kwallon kafa?,1992,1996,2000,Kedụ afọ Naịjirịa meriri ọlaedo n'egwuregwu Olympic n'egwuregwu bọọlụ?,1992,1996,2000
Which team won La Liga in 2022-23?,Real Madrid,Barcelona,Atletico Madrid,B,easy,Ẹgbẹ́ wo ló gba La Liga ní ọdún 2022-23?,Real Madrid,Barcelona,Atletico Madrid,Wace ƙungiya ce ta lashe gasar La Liga a shekarar 2022-23?,Real Madrid,Barcelona,Atletico Madrid,Kedụ otu ndị meriri La Liga n'afọ 2022-23?,Real Madrid,Barcelona,Atletico Madrid
Which goalkeeper saved Arjen Robben's penalty in the 2012 final?,Petr Cech,Manuel Neuer,Iker Casillas,A,hard,Olùṣọ́ àgbọ̀wọ́ wo ló gbà Arjen Robben ní ìyànjú ní ìparí ọdún 2012?,Petr Cech,Manuel Neuer,Iker Casillas,Wane mai tsaron gida ne ya ceci Arjen Robben daga bugun fenariti a wasan karshe na 2012?,Petr Cech,Manuel Neuer,Iker Casillas,Onye nche goolu nke zọpụtara Arjen Robben penariti n'asọmpi ikpeazụ nke afọ 2012?,Petr Cech,Manuel Neuer,Iker Casillas
Which Premier League club is Thierry Henry most associated with?,Arsenal,Chelsea,Manchester United,A,easy,Ẹgbẹ́ Premier League wo ni Thierry Henry ti ṣe àjọpọ̀ jùlọ?,Arsenal,Chelsea,Manchester United,Wace ƙungiyar Premier League ce Thierry Henry ya fi sha'awarta?,Arsenal,Chelsea,Manchester United,Kedụ otu egwuregwu Premier League kacha amasị Thierry Henry?,Arsenal,Chelsea,Manchester United
What is the home stadium of West Ham?,London Stadium,Emirates Stadium,Stamford Bridge,A,medium,Pápá ìṣeré West Ham wo ni wọ́n ń pè ní Pápá ìṣeré?,London Stadium,Emirates Stadium,Stamford Bridge,Menene filin wasan West Ham na gida?,London Stadium,Emirates Stadium,Stamford Bridge,Kedu ebe egwuregwu West Ham dị?,London Stadium,Emirates Stadium,Stamford Bridge
What is the home stadium of Manchester City?,Etihad Stadium,Emirates Stadium,Stamford Bridge,A,medium,Pápá ìṣeré ìlú Manchester City wo ni?,Etihad Stadium,Emirates Stadium,Stamford Bridge,Menene filin wasan Manchester City na gida?,Etihad Stadium,Emirates Stadium,Stamford Bridge,Kedu ebe egwuregwu Manchester City dị?,Etihad Stadium,Emirates Stadium,Stamford Bridge
Who is Argentina's all-time top scorer?,Diego Maradona,Lionel Messi,Gabriel Batistuta,B,medium,Ta ni agbabọọlu to ga julọ ni Argentina?,Diego Maradona,Lionel Messi,Gabriel Batistuta,Wanene ɗan wasan Argentina mafi yawan zura kwallaye a tarihi?,Diego Maradona,Lionel Messi,Gabriel Batistuta,Ònye bụ onye kacha enye goolu n'Ajentina?,Diego Maradona,Lionel Messi,Gabriel Batistuta
Which country does Pedri represent internationally?,Spain,France,Brazil,A,easy,Orílẹ̀-èdè wo ni Pedro ń ṣojú fún kárí ayé?,Spain,France,Brazil,Wace ƙasa ce Pedro ke wakilta a duniya?,Spain,France,Brazil,Kedụ mba Pedro na-anọchite anya mba ụwa?,Spain,France,Brazil
What is the North London derby between?,Chelsea vs Arsenal,Arsenal vs Tottenham,Tottenham vs Chelsea,B,easy,Kí ni àárín North London Derby?,Chelsea vs Arsenal,Arsenal vs Tottenham,Tottenham vs Chelsea,Menene tsakanin wasan hamayya na Arewacin London?,Chelsea vs Arsenal,Arsenal vs Tottenham,Tottenham vs Chelsea,Kedụ ihe dị n'etiti North London derby?,Chelsea vs Arsenal,Arsenal vs Tottenham,Tottenham vs Chelsea
Which club did N'Golo Kante play for before Chelsea?,Southampton,Leicester City,Caen,B,medium,Ẹgbẹ́ wo ni N'Golo Kante gbá bọ́ọ̀lù fún kí ó tó di pé Chelsea?,Southampton,Leicester City,Caen,Wace kungiya N'Golo Kante ya buga wa wasa kafin Chelsea?,Southampton,Leicester City,Caen,Kedụ otu egwuregwu N'Golo Kante gbara bọọlụ tupu Chelsea?,Southampton,Leicester City,Caen
What position does a 'false 9' play?,Defensive midfield,Center forward dropping deep,Wing back,B,medium,Ipò wo ni 'èké 9' ń gbé?,Defensive midfield,Center forward dropping deep,Wing back,Wane matsayi 'ƙarya 9' ke takawa?,Defensive midfield,Center forward dropping deep,Wing back,Kedụ ọnọdụ 'ụgha 9' na-arụ?,Defensive midfield,Center forward dropping deep,Wing back
Which club did Karim Benzema score a hat-trick against in 2022 to complete a comeback?,Chelsea,PSG,Manchester City,B,medium,Ẹgbẹ́ wo ni Karim Benzema gbá bọ́ọ̀lù pẹ̀lú ní ọdún 2022 láti parí àtúnbọ̀?,Chelsea,PSG,Manchester City,Wace kungiya Karim Benzema ya ci kwallaye uku a raga a shekarar 2022 don kammala dawowarsa?,Chelsea,PSG,Manchester City,Kedụ otu egwuregwu Karim Benzema gbara atọ n'ime 2022 iji nwetaghachi onwe ya?,Chelsea,PSG,Manchester City
Who is the all-time top scorer in World Cup history?,Ronaldo Nazario,Miroslav Klose,Pele,B,medium,Ta ni agbabọọlu to ga julọ ninu itan idije ife ẹyẹ agbaye?,Ronaldo Nazario,Miroslav Klose,Pele,Wanene ɗan wasan da ya fi zura kwallaye a tarihin gasar cin kofin duniya?,Ronaldo Nazario,Miroslav Klose,Pele,Onye bụ onye kacha enye goolu n'akụkọ ihe mere eme nke iko mba ụwa?,Ronaldo Nazario,Miroslav Klose,Pele
Which club does Pep Guardiola currently or recently manage?,Manchester City,Manchester United,Liverpool,A,easy,Ẹgbẹ́ wo ni Pep Guardiola ń ṣàkóso lọ́wọ́lọ́wọ́ tàbí láìpẹ́ yìí?,Manchester City,Manchester United,Liverpool,Wace ƙungiya Pep Guardiola ke jagoranta a halin yanzu ko kwanan nan?,Manchester City,Manchester United,Liverpool,Kedụ klọb Pep Guardiola na-achịkwa ugbu a maọbụ n'oge na-adịbeghị anya?,Manchester City,Manchester United,Liverpool
Which club has won the most Bundesliga titles?,Borussia Dortmund,Bayern Munich,Hamburg,B,easy,Ẹgbẹ́ wo ló ti gba àwọn àmì-ẹ̀yẹ Bundesliga jùlọ?,Borussia Dortmund,Bayern Munich,Hamburg,Wace ƙungiya ce ta fi lashe gasar Bundesliga?,Borussia Dortmund,Bayern Munich,Hamburg,Kedụ klọb ndị meriri ọtụtụ iko Bundesliga?,Borussia Dortmund,Bayern Munich,Hamburg
Which team has never been relegated from the Premier League?,Everton,Arsenal,Both A and B,C,medium,Ẹgbẹ́ wo ni a kò tíì yọ kúrò ní Premier League rí?,Everton,Arsenal,Both A and B,Wace ƙungiya ce ba a taɓa faɗuwa daga gasar Premier ba?,Everton,Arsenal,Both A and B,Kedụ otu egwuregwu a na-agbapụtabeghị na Premier League?,Everton,Arsenal,Both A and B
Which country does Florian Wirtz represent internationally?,Germany,France,Spain,A,easy,Orílẹ̀-èdè wo ni Florian Wirtz ń ṣojú fún kárí ayé?,Germany,France,Spain,Wace ƙasa Florian Wirtz ke wakilta a duk duniya?,Germany,France,Spain,Kedụ mba Florian Wirtz na-anọchite anya mba ụwa?,Germany,France,Spain
