questionText,optionA,optionB,optionC,correctAnswer,difficulty,questionTextYoruba,optionAYoruba,optionBYoruba,optionCYoruba,questionTextHausa,optionAHausa,optionBHausa,optionCHausa,questionTextIgbo,optionAIgbo,optionBIgbo,optionCIgbo
What is the home stadium of Newcastle?,St James' Park,Emirates Stadium,Stamford Bridge,A,medium,Pápá ì?eré ìlú Newcastle wo ni?,St James' Park,Emirates Stadium,Stamford Bridge,Menene filin wasan Newcastle na gida?,St James' Park,Emirates Stadium,Stamford Bridge,Kedu ebe egwuregwu Newcastle d??,St James' Park,Emirates Stadium,Stamford Bridge
In which year did Germany win their last World Cup?,2010,2014,2018,B,medium,Ní ?dún wo ni Jámánì gba ife-??y? àgbáyé tó k??yìn w?n?,2010,2014,2018,A wace shekara ce Jamus ta lashe gasar cin kofin duniya ta ?arshe?,2010,2014,2018,N'af? ole ka Jaman? meriri iko mba ?wa ikpeaz? ha?,2010,2014,2018
Who scored the winning goal in the 2005 Champions League final penalty shootout?,Steven Gerrard,Xabi Alonso,Jerzy Dudek saved it,C,hard,Ta ló gba b????lù tó jáwé olúborí nínú ìdíje ìpele ìk??yìn Champions League ti ?dún 2005?,Steven Gerrard,Xabi Alonso,Jerzy Dudek saved it,Wa ya zura kwallon da ta yi nasara a bugun fenariti na ?arshe na gasar zakarun Turai ta 2005?,Steven Gerrard,Xabi Alonso,Jerzy Dudek saved it,Ònye nyere goolu mmeri na penariti ikpeaz? nke Champions League nke af? 2005?,Steven Gerrard,Xabi Alonso,Jerzy Dudek saved it
Which goalkeeper has won the most Yashin Trophy (Best Goalkeeper)?,Thibaut Courtois,Manuel Neuer,Alisson,A,medium,Olùgb??w?? wo ló ti gba àmì-??y? Yashin (Olùgb??w?? tó dára jùl?) jùl??,Thibaut Courtois,Manuel Neuer,Alisson,Wane mai tsaron gida ne ya fi lashe Kofin Yashin (Mafi kyawun Mai tsaron gida)?,Thibaut Courtois,Manuel Neuer,Alisson,Onye nche goolu nke meriri ?t?t? ihe nrite Yashin (Onye nche goolu kacha mma)?,Thibaut Courtois,Manuel Neuer,Alisson
Which country has won the most Women's World Cups?,Germany,USA,Norway,B,medium,Oríl??-èdè wo ló ti gba ife-??y? àgbáyé àw?n obìnrin jùl??,Germany,USA,Norway,Wace ?asa ce ta fi lashe gasar cin kofin duniya ta mata?,Germany,USA,Norway,Ked? mba meriri iko mba ?wa ?m?nwaany? kachas??,Germany,USA,Norway
Who is France's all-time top scorer in World Cup history?,Thierry Henry,Just Fontaine,Kylian Mbappe,B,hard,Ta ni agbab??lu to ga jul? ni France ninu itan idije ife ?y? agbaye?,Thierry Henry,Just Fontaine,Kylian Mbappe,Wanene ?an wasan Faransa mafi yawan zura kwallaye a tarihin gasar cin kofin duniya?,Thierry Henry,Just Fontaine,Kylian Mbappe,Ònye b? onye kacha enye goolu na mba Frans n'ak?k? ihe mere eme nke iko mba ?wa?,Thierry Henry,Just Fontaine,Kylian Mbappe
Who won the first ever Premier League title?,Arsenal,Manchester United,Blackburn Rovers,B,medium,Ta ni o gba ife-eye Premier League ak?k??,Arsenal,Manchester United,Blackburn Rovers,Wa ya lashe kofin Premier na farko a tarihi?,Arsenal,Manchester United,Blackburn Rovers,Ked? onye meriri iko Premier League mb??,Arsenal,Manchester United,Blackburn Rovers
Which player is known as 'The Egyptian King'?,Mohamed Salah,Ahmed Hegazi,Aboutrika,A,easy,?l??s?? wo ni a m?? sí '?ba Íjíbítì'?,Mohamed Salah,Ahmed Hegazi,Aboutrika,Wane ?an wasa ne aka fi sani da 'Sarkin Masar'?,Mohamed Salah,Ahmed Hegazi,Aboutrika,Onye ?kp?kp? a maara d?ka 'Eze Ijipt'?,Mohamed Salah,Ahmed Hegazi,Aboutrika
Who was Nigeria's goalkeeper during the 2010 World Cup?,Carl Ikeme,Vincent Enyeama,Dele Aiyenugba,B,medium,Ta ni agbáb????lù Nàìjíríà nígbà ìdíje World Cup ?dún 2010?,Carl Ikeme,Vincent Enyeama,Dele Aiyenugba,Wanene mai tsaron raga na Najeriya a lokacin gasar cin kofin duniya ta 2010?,Carl Ikeme,Vincent Enyeama,Dele Aiyenugba,Ònye b? onye nche goolu Na?jir?a n'oge iko mba ?wa nke af? 2010?,Carl Ikeme,Vincent Enyeama,Dele Aiyenugba
What color card is shown for a sending off?,Yellow,Red,Orange,B,easy,Kaadi aw? wo ni a fihan fun fifiran?? kuro?,Yellow,Red,Orange,Wane kati mai launi aka nuna don aika sako?,Yellow,Red,Orange,Kedu kaad? agba ka egosiri maka izipu?,Yellow,Red,Orange
Which country did Diego Maradona represent?,Brazil,Argentina,Uruguay,B,medium,Oríl??-èdè wo ni Diego Maradona dúró fún?,Brazil,Argentina,Uruguay,Wace ?asa ce Diego Maradona ya wakilta?,Brazil,Argentina,Uruguay,Ked? mba Diego Maradona n?chitere anya ya?,Brazil,Argentina,Uruguay
Which Premier League club is Steven Gerrard most associated with?,Liverpool,Everton,Chelsea,A,easy,?gb?? Premier League wo ni Steven Gerrard ti f??ràn jùl??,Liverpool,Everton,Chelsea,Wace ?ungiyar Premier League Steven Gerrard ya fi sha'awarta?,Liverpool,Everton,Chelsea,Ked? otu egwuregwu Premier League kacha amas? Steven Gerrard?,Liverpool,Everton,Chelsea
Which country does Jude Bellingham represent?,Germany,England,Spain,B,easy,Oríl??-èdè wo ni Jude Bellingham dúró fún?,Germany,England,Spain,Wace ?asa ce Jude Bellingham ke wakilta?,Germany,England,Spain,Olee mba Jude Bellingham na-an?chite anya?,Germany,England,Spain
How many consecutive Serie A titles did Juventus win from 2011-2020?,7,8,9,C,medium,Àw?n ife-??y? Serie A mélòó ni Juventus gba l??s??s? láti ?dún 2011 sí 2020?,7,8,9,Nawa ne zakarun Serie A a jere Juventus ta lashe daga 2011-2020?,7,8,9,Ked? iko Serie A ole n'usoro ka Juventus meriri site na 2011 ruo 2020?,7,8,9
How many players are on a football team on the field?,10,11,12,B,easy,Àw?n ò?èré mélòó ló wà nínú ?gb?? agbáb????lù lórí pápá?,10,11,12,'Yan wasa nawa ne ke cikin ?ungiyar ?wallon ?afa a filin wasa?,10,11,12,Nd? egwuregwu ole n? n'otu egwuregwu b??l? n'?h?a?,10,11,12
How many consecutive Premier League titles did Manchester City win from 2017-2023?,3,4,5,B,medium,Àw?n oyè Premier League mélòó ni Manchester City gbà l??s??s? láti ?dún 2017 sí 2023?,3,4,5,Nawa ne kofunan Premier a jere Manchester City ta lashe daga 2017-2023?,3,4,5,Ked? iko Premier League ole n'usoro nke Manchester City meriri site na 2017 ruo 2023?,3,4,5
What is the capacity of Old Trafford?,"Around 75,000","Around 80,000","Around 65,000",A,medium,Kí ni agbára Old Trafford?,"Around 75,000","Around 80,000","Around 65,000",Yaya girman filin wasa na Old Trafford yake?,"Around 75,000","Around 80,000","Around 65,000",Kedu ikike Old Trafford nwere?,"Around 75,000","Around 80,000","Around 65,000"
Which English club won the Women's Champions League in 2021?,Chelsea,Arsenal,Manchester City,A,medium,?gb?? G????sì wo ló gba ife ??y? Women's Champions League ní ?dún 2021?,Chelsea,Arsenal,Manchester City,Wace ?ungiyar Ingila ce ta lashe gasar zakarun mata a shekarar 2021?,Chelsea,Arsenal,Manchester City,Ked? otu egwuregwu b??l? Bekee meriri as?mpi Champions League nke ?m?nwaany? n'af? 2021?,Chelsea,Arsenal,Manchester City
Which club did Kylian Mbappe join from Monaco?,Real Madrid,PSG,Barcelona,B,medium,?gb?? wo ni Kylian Mbappe dara p?? m?? láti Monaco?,Real Madrid,PSG,Barcelona,Wace kungiya Kylian Mbappe ya koma daga Monaco?,Real Madrid,PSG,Barcelona,Ked? kl?b Kylian Mbappe si Monaco sonyeere?,Real Madrid,PSG,Barcelona
Which country does Gavi represent internationally?,Spain,France,Brazil,A,easy,Oríl??-èdè wo ni Gavi ? ?ojú fún kárí ayé?,Spain,France,Brazil,Wace ?asa ce Gavi ke wakilta a duniya?,Spain,France,Brazil,Ked? mba Gavi na-an?chite anya mba ?wa?,Spain,France,Brazil
How many consecutive El Clasico wins did Barcelona have from 2008-2012?,4,5,6,C,hard,Iye aw?n i??gun El Clasico melo ni Barcelona gba ni it?lera lati ?dun 2008 si 2012?,4,5,6,Nawa ne nasarar da Barcelona ta samu a El Clasico a jere daga 2008-2012?,4,5,6,Mmeri El Clasico ole ka Barcelona meriri n'usoro site na 2008 ruo 2012?,4,5,6
Who was the first footballer to earn 1 million pounds a year?,David Beckham,Eric Cantona,Sol Campbell,C,medium,Ta ni agbab??lu ak?k? ti o gba owo mili?nu kan poun ni ?dun kan?,David Beckham,Eric Cantona,Sol Campbell,Wanene ?an wasan ?wallon ?afa na farko da ya fara samun fam miliyan 1 a shekara?,David Beckham,Eric Cantona,Sol Campbell,Ònye b? onye mb? na-agba b??l? na-enweta otu nde pa?nd kwa af??,David Beckham,Eric Cantona,Sol Campbell
Who is considered the best goalkeeper of all time?,Lev Yashin,Gianluigi Buffon,Manuel Neuer,A,medium,Ta ni a kà sí agbáb????lù tó dára jùl? ní gbogbo ìgbà?,Lev Yashin,Gianluigi Buffon,Manuel Neuer,Wanene ake ?auka a matsayin mafi kyawun mai tsaron gida a kowane lokaci?,Lev Yashin,Gianluigi Buffon,Manuel Neuer,Ònye ka a na-ewere d? ka onye nche goolu kacha mma n'oge niile?,Lev Yashin,Gianluigi Buffon,Manuel Neuer
Which country does Jamal Musiala represent internationally?,Germany,France,Spain,A,easy,Oríl??-èdè wo ni Jamal Musiala ? ?ojú fún kárí ayé?,Germany,France,Spain,Wace ?asa Jamal Musiala ke wakilta a duniya?,Germany,France,Spain,Ked? mba Jamal Musiala na-an?chite anya mba ?wa?,Germany,France,Spain
Which club does Bukayo Saka currently play for?,Arsenal,Chelsea,Manchester United,A,easy,?gb?? wo ni Bukayo Saka ? gbá b????lù fún l??w??l??w???,Arsenal,Chelsea,Manchester United,Wace kungiya Bukayo Saka ke bugawa wasa a halin yanzu?,Arsenal,Chelsea,Manchester United,Ked? kl?b Bukayo Saka na-egwuri egwu ugbu a?,Arsenal,Chelsea,Manchester United
Which club does Eduardo Camavinga currently play for?,Real Madrid,Chelsea,Manchester United,A,easy,?gb?? wo ni Eduardo Camavinga ? gbá b????lù fún l??w??l??w???,Real Madrid,Chelsea,Manchester United,Wace kungiya ce Eduardo Camavinga ke bugawa wasa a yanzu?,Real Madrid,Chelsea,Manchester United,Ked? kl?b Eduardo Camavinga na-egwuri egwu ugbu a?,Real Madrid,Chelsea,Manchester United
Which club does Carlo Ancelotti currently or recently manage?,Real Madrid,Barcelona,Juventus,A,easy,?gb?? wo ni Carlo Ancelotti ? ?àkóso l??w??l??w?? tàbí láìp?? yìí?,Real Madrid,Barcelona,Juventus,Wace ?ungiya Carlo Ancelotti ke jagoranta a halin yanzu ko kwanan nan?,Real Madrid,Barcelona,Juventus,Ked? kl?b Carlo Ancelotti na-ach?kwa ugbu a ma ? b? n'oge na-ad?begh? anya?,Real Madrid,Barcelona,Juventus
What is the home stadium of Brentford?,Brentford Community Stadium,Emirates Stadium,Stamford Bridge,A,medium,Pápá ì?eré Brentford wo ni?,Brentford Community Stadium,Emirates Stadium,Stamford Bridge,Menene filin wasan Brentford na gida?,Brentford Community Stadium,Emirates Stadium,Stamford Bridge,Kedu ebe egwuregwu Brentford d??,Brentford Community Stadium,Emirates Stadium,Stamford Bridge
How long is half-time in football?,10 minutes,15 minutes,20 minutes,B,easy,Igba melo ni idaji akoko ninu b??lu af?s?gba?,10 minutes,15 minutes,20 minutes,Tsawon lokacin hutun rabin lokaci a ?wallon ?afa?,10 minutes,15 minutes,20 minutes,Ogologo oge ole ka ?kara oge egwuregwu b??l? na-ewe?,10 minutes,15 minutes,20 minutes
Which Nigerian player was known as 'The African Pele'?,Austin Okocha,Nwankwo Kanu,Rashidi Yekini,A,medium,?l??s?? Nàìjíríà wo ni w??n m?? sí 'The African Pele'?,Austin Okocha,Nwankwo Kanu,Rashidi Yekini,Wane ?an wasan Najeriya ne aka fi sani da 'The African Pele'?,Austin Okocha,Nwankwo Kanu,Rashidi Yekini,Ked? onye egwuregwu Na?jir?a a maara d?ka 'The African Pele'?,Austin Okocha,Nwankwo Kanu,Rashidi Yekini
What is a 'Bosman transfer'?,A record-breaking transfer,A free transfer after contract expires,A youth player transfer,B,medium,Kí ni ‘ìgbés?? Bosman’?,A record-breaking transfer,A free transfer after contract expires,A youth player transfer,Menene 'canja wurin Bosman'?,A record-breaking transfer,A free transfer after contract expires,A youth player transfer,G?n? b? 'nnyefe Bosman'?,A record-breaking transfer,A free transfer after contract expires,A youth player transfer
Which Nigerian player won the Champions League with Chelsea in 2012?,John Obi Mikel,Victor Moses,Both A and B,A,medium,?gb?? agbáb????lù Nàìjíríà wo ló gba Champions League p??lú Chelsea ní ?dún 2012?,John Obi Mikel,Victor Moses,Both A and B,Wane ?an wasan Najeriya ne ya lashe gasar zakarun Turai tare da Chelsea a shekarar 2012?,John Obi Mikel,Victor Moses,Both A and B,Ked? onye egwuregwu Na?jir?a meriri Champions League ya na Chelsea n'af? 2012?,John Obi Mikel,Victor Moses,Both A and B
What year did Nigeria win Olympic gold in football?,1992,1996,2000,B,medium,?dún wo ni Nàìjíríà gba wúrà Olympic nínú b????lù?,1992,1996,2000,Wace shekara Najeriya ta lashe lambar zinare a gasar Olympics a kwallon kafa?,1992,1996,2000,Ked? af? Na?jir?a meriri ?laedo n'egwuregwu Olympic n'egwuregwu b??l??,1992,1996,2000
Which team won La Liga in 2022-23?,Real Madrid,Barcelona,Atletico Madrid,B,easy,?gb?? wo ló gba La Liga ní ?dún 2022-23?,Real Madrid,Barcelona,Atletico Madrid,Wace ?ungiya ce ta lashe gasar La Liga a shekarar 2022-23?,Real Madrid,Barcelona,Atletico Madrid,Ked? otu nd? meriri La Liga n'af? 2022-23?,Real Madrid,Barcelona,Atletico Madrid
Which goalkeeper saved Arjen Robben's penalty in the 2012 final?,Petr Cech,Manuel Neuer,Iker Casillas,A,hard,Olù??? àgb??w?? wo ló gbà Arjen Robben ní ìyànjú ní ìparí ?dún 2012?,Petr Cech,Manuel Neuer,Iker Casillas,Wane mai tsaron gida ne ya ceci Arjen Robben daga bugun fenariti a wasan karshe na 2012?,Petr Cech,Manuel Neuer,Iker Casillas,Onye nche goolu nke z?p?tara Arjen Robben penariti n'as?mpi ikpeaz? nke af? 2012?,Petr Cech,Manuel Neuer,Iker Casillas
Which Premier League club is Thierry Henry most associated with?,Arsenal,Chelsea,Manchester United,A,easy,?gb?? Premier League wo ni Thierry Henry ti ?e àj?p?? jùl??,Arsenal,Chelsea,Manchester United,Wace ?ungiyar Premier League ce Thierry Henry ya fi sha'awarta?,Arsenal,Chelsea,Manchester United,Ked? otu egwuregwu Premier League kacha amas? Thierry Henry?,Arsenal,Chelsea,Manchester United
What is the home stadium of West Ham?,London Stadium,Emirates Stadium,Stamford Bridge,A,medium,Pápá ì?eré West Ham wo ni w??n ? pè ní Pápá ì?eré?,London Stadium,Emirates Stadium,Stamford Bridge,Menene filin wasan West Ham na gida?,London Stadium,Emirates Stadium,Stamford Bridge,Kedu ebe egwuregwu West Ham d??,London Stadium,Emirates Stadium,Stamford Bridge
What is the home stadium of Manchester City?,Etihad Stadium,Emirates Stadium,Stamford Bridge,A,medium,Pápá ì?eré ìlú Manchester City wo ni?,Etihad Stadium,Emirates Stadium,Stamford Bridge,Menene filin wasan Manchester City na gida?,Etihad Stadium,Emirates Stadium,Stamford Bridge,Kedu ebe egwuregwu Manchester City d??,Etihad Stadium,Emirates Stadium,Stamford Bridge
Who is Argentina's all-time top scorer?,Diego Maradona,Lionel Messi,Gabriel Batistuta,B,medium,Ta ni agbab??lu to ga jul? ni Argentina?,Diego Maradona,Lionel Messi,Gabriel Batistuta,Wanene ?an wasan Argentina mafi yawan zura kwallaye a tarihi?,Diego Maradona,Lionel Messi,Gabriel Batistuta,Ònye b? onye kacha enye goolu n'Ajentina?,Diego Maradona,Lionel Messi,Gabriel Batistuta
Which country does Pedri represent internationally?,Spain,France,Brazil,A,easy,Oríl??-èdè wo ni Pedro ? ?ojú fún kárí ayé?,Spain,France,Brazil,Wace ?asa ce Pedro ke wakilta a duniya?,Spain,France,Brazil,Ked? mba Pedro na-an?chite anya mba ?wa?,Spain,France,Brazil
What is the North London derby between?,Chelsea vs Arsenal,Arsenal vs Tottenham,Tottenham vs Chelsea,B,easy,Kí ni àárín North London Derby?,Chelsea vs Arsenal,Arsenal vs Tottenham,Tottenham vs Chelsea,Menene tsakanin wasan hamayya na Arewacin London?,Chelsea vs Arsenal,Arsenal vs Tottenham,Tottenham vs Chelsea,Ked? ihe d? n'etiti North London derby?,Chelsea vs Arsenal,Arsenal vs Tottenham,Tottenham vs Chelsea
Which club did N'Golo Kante play for before Chelsea?,Southampton,Leicester City,Caen,B,medium,?gb?? wo ni N'Golo Kante gbá b????lù fún kí ó tó di pé Chelsea?,Southampton,Leicester City,Caen,Wace kungiya N'Golo Kante ya buga wa wasa kafin Chelsea?,Southampton,Leicester City,Caen,Ked? otu egwuregwu N'Golo Kante gbara b??l? tupu Chelsea?,Southampton,Leicester City,Caen
What position does a 'false 9' play?,Defensive midfield,Center forward dropping deep,Wing back,B,medium,Ipò wo ni 'èké 9' ? gbé?,Defensive midfield,Center forward dropping deep,Wing back,Wane matsayi '?arya 9' ke takawa?,Defensive midfield,Center forward dropping deep,Wing back,Ked? ?n?d? '?gha 9' na-ar??,Defensive midfield,Center forward dropping deep,Wing back
Which club did Karim Benzema score a hat-trick against in 2022 to complete a comeback?,Chelsea,PSG,Manchester City,B,medium,?gb?? wo ni Karim Benzema gbá b????lù p??lú ní ?dún 2022 láti parí àtúnb???,Chelsea,PSG,Manchester City,Wace kungiya Karim Benzema ya ci kwallaye uku a raga a shekarar 2022 don kammala dawowarsa?,Chelsea,PSG,Manchester City,Ked? otu egwuregwu Karim Benzema gbara at? n'ime 2022 iji nwetaghachi onwe ya?,Chelsea,PSG,Manchester City
Who is the all-time top scorer in World Cup history?,Ronaldo Nazario,Miroslav Klose,Pele,B,medium,Ta ni agbab??lu to ga jul? ninu itan idije ife ?y? agbaye?,Ronaldo Nazario,Miroslav Klose,Pele,Wanene ?an wasan da ya fi zura kwallaye a tarihin gasar cin kofin duniya?,Ronaldo Nazario,Miroslav Klose,Pele,Onye b? onye kacha enye goolu n'ak?k? ihe mere eme nke iko mba ?wa?,Ronaldo Nazario,Miroslav Klose,Pele
Which club does Pep Guardiola currently or recently manage?,Manchester City,Manchester United,Liverpool,A,easy,?gb?? wo ni Pep Guardiola ? ?àkóso l??w??l??w?? tàbí láìp?? yìí?,Manchester City,Manchester United,Liverpool,Wace ?ungiya Pep Guardiola ke jagoranta a halin yanzu ko kwanan nan?,Manchester City,Manchester United,Liverpool,Ked? kl?b Pep Guardiola na-ach?kwa ugbu a ma?b? n'oge na-ad?begh? anya?,Manchester City,Manchester United,Liverpool
Which club has won the most Bundesliga titles?,Borussia Dortmund,Bayern Munich,Hamburg,B,easy,?gb?? wo ló ti gba àw?n àmì-??y? Bundesliga jùl??,Borussia Dortmund,Bayern Munich,Hamburg,Wace ?ungiya ce ta fi lashe gasar Bundesliga?,Borussia Dortmund,Bayern Munich,Hamburg,Ked? kl?b nd? meriri ?t?t? iko Bundesliga?,Borussia Dortmund,Bayern Munich,Hamburg
Which team has never been relegated from the Premier League?,Everton,Arsenal,Both A and B,C,medium,?gb?? wo ni a kò tíì y? kúrò ní Premier League rí?,Everton,Arsenal,Both A and B,Wace ?ungiya ce ba a ta?a fa?uwa daga gasar Premier ba?,Everton,Arsenal,Both A and B,Ked? otu egwuregwu a na-agbap?tabegh? na Premier League?,Everton,Arsenal,Both A and B
Which country does Florian Wirtz represent internationally?,Germany,France,Spain,A,easy,Oríl??-èdè wo ni Florian Wirtz ? ?ojú fún kárí ayé?,Germany,France,Spain,Wace ?asa Florian Wirtz ke wakilta a duk duniya?,Germany,France,Spain,Ked? mba Florian Wirtz na-an?chite anya mba ?wa?,Germany,France,Spain
Which African country reached the 2002 World Cup quarter-finals?,Nigeria,Senegal,Ghana,B,medium,Oríl??-èdè Áfíríkà wo ló dé ìdíje m????dógún ìdíje àgbáyé ti ?dún 2002?,Nigeria,Senegal,Ghana,Wace ?asa ce ta Afirka ta kai zagayen kwata-kwata na gasar cin kofin duniya ta 2002?,Nigeria,Senegal,Ghana,Ked? mba Afr?ka ruru agba nke ab?? nke iko mba ?wa nke af? 2002?,Nigeria,Senegal,Ghana
Which club does Diego Simeone currently or recently manage?,Atletico Madrid,Real Madrid,Sevilla,A,easy,?gb?? wo ni Diego Simeone ? ?àkóso l??w??l??w?? tàbí láìp?? yìí?,Atletico Madrid,Real Madrid,Sevilla,Wace ?ungiya Diego Simeone ke jagoranta a halin yanzu ko kwanan nan?,Atletico Madrid,Real Madrid,Sevilla,Ked? kl?b Diego Simeone na-ach?kwa ugbu a ma ? b? n'oge na-ad?begh? anya?,Atletico Madrid,Real Madrid,Sevilla
Which club does Phil Foden currently play for?,Manchester City,Chelsea,Manchester United,A,easy,?gb?? wo ni Phil Foden ? gbá b????lù fún l??w??l??w???,Manchester City,Chelsea,Manchester United,Wace kungiya Phil Foden ke bugawa wasa a yanzu?,Manchester City,Chelsea,Manchester United,Ked? kl?b Phil Foden na-egwuri egwu ugbu a?,Manchester City,Chelsea,Manchester United
Which Premier League club is Michael Owen most associated with?,Liverpool,Everton,Manchester United,A,easy,?gb?? Premier League wo ni Michael Owen ti ?e àj??ep?? r?? jùl??,Liverpool,Everton,Manchester United,Wace ?ungiyar Premier League ce Michael Owen ya fi sha'awarta?,Liverpool,Everton,Manchester United,Ked? otu egwuregwu Premier League kacha amas? Michael Owen?,Liverpool,Everton,Manchester United
Which club did Cristiano Ronaldo start his career at?,Manchester United,Sporting Lisbon,Real Madrid,B,easy,?gb?? wo ni Cristiano Ronaldo ti b??r?? i??? r???,Manchester United,Sporting Lisbon,Real Madrid,A wace kungiya Cristiano Ronaldo ya fara aikinsa?,Manchester United,Sporting Lisbon,Real Madrid,Ked? kl?b Cristiano Ronaldo malitere ?r? ya na ya?,Manchester United,Sporting Lisbon,Real Madrid
